review,rating,helpful_count,date,brand_reply,reply_date,sentiment,product,theme,month
nice,4,0,10-06-2026 05:29,"Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Regards- Team Dot & Key

",10-06-2026 07:07,Positive,Dot & Key App,General,2026-06
good,5,0,10-06-2026 03:48,"Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Regards- Team Dot & Key

",10-06-2026 07:07,Positive,Dot & Key App,General,2026-06
"I loved it dot & key product,I used since last 2 years nd i recommend to those who would like to buy at a reasonable price✨😍",5,0,09-06-2026 18:26,"Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Regards- Team Dot & Key

",10-06-2026 07:07,Positive,Dot & Key App,Product Quality,2026-06
very good app,5,0,09-06-2026 15:51,"Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Regards- Team Dot & Key

",10-06-2026 07:07,Positive,Dot & Key App,App Experience,2026-06
good,5,0,09-06-2026 14:48,"Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Regards- Team Dot & Key

",10-06-2026 07:07,Positive,Dot & Key App,General,2026-06
best products,5,0,09-06-2026 14:29,Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Regards- Team Dot & Key,10-06-2026 07:06,Positive,Dot & Key App,Product Quality,2026-06
"This is a very useless app, it is a thief, it takes money online but does not give the goods.",1,0,09-06-2026 14:16,We apologize for the disappointment. Please share the order details with us at care@dotandkey.com. We will get in touch with you and do the needful. Thanks. Regards- Team Dot & Key,10-06-2026 07:34,Negative,Dot & Key App,App Experience,2026-06
it's good sunscreen suits me very well,4,0,09-06-2026 13:51,Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Regards- Team Dot & Key,10-06-2026 07:06,Positive,Dot & Key App,Product Quality,2026-06
best delivery app,5,0,09-06-2026 12:54,"Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Regards- Team Dot & Key

",10-06-2026 07:06,Positive,Dot & Key App,"Delivery & Orders, App Experience",2026-06
amazing 👏,5,0,09-06-2026 12:39,Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Regards- Team Dot & Key,10-06-2026 07:06,Positive,Dot & Key App,General,2026-06
great,5,0,09-06-2026 11:40,"Thanks for the 5 star rating. Hope you continue to enjoy reading news on our app. If you have any feedback or suggestions, please write to us at care@dotandkey.com. We would love to hear from you! Regards- Team Dot & Key",10-06-2026 07:05,Positive,Dot & Key App,General,2026-06
good,5,0,09-06-2026 11:14,"Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Regards- Team Dot & Key

",10-06-2026 07:05,Positive,Dot & Key App,General,2026-06
"I was a regular customer with dot&key, liked their products. but last month i ordered some products, but they haven't delivered for 1 month. later i tried to contact the customer support. didn't get any help, they cancelled my order atlast but i haven't received any refund for my products yet",2,0,09-06-2026 09:42,"Hi,
Please accept our sincere apology. We are very sorry to know about your experience with us. Please let us know your order number at care@dotandkey.com and we promise to get this resolved quickly. Regards- Team Dot & Key",10-06-2026 07:37,Negative,Dot & Key App,"Delivery & Orders, Customer Service, Product Quality",2026-06
"Love dot and key ❤️ Superfast delivery, effective products yet affordable.",5,0,09-06-2026 08:21,Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Regards- Team Dot & Key,10-06-2026 07:04,Positive,Dot & Key App,"Delivery & Orders, Product Quality",2026-06
"Great app with a clean, user-friendly interface. Customer support is responsive and always ready to help, my favourite brand ever🫶",5,0,09-06-2026 07:16,With every new app version we are introducing new features and improving existing ones. We are sure that your feedback will only help us improve further. Regards- Team Dot & Key,10-06-2026 07:04,Positive,Dot & Key App,"App Experience, Customer Service",2026-06
such a smooth and user friendly app! One of the best beauty brand apps I've used <3,5,0,09-06-2026 06:49,"Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Regards- Team Dot & Key

",10-06-2026 07:03,Positive,Dot & Key App,App Experience,2026-06
delivery process was very effectively carried out..really impressed with it!,5,0,09-06-2026 06:43,"Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Regards- Team Dot & Key

",10-06-2026 07:03,Positive,Dot & Key App,Delivery & Orders,2026-06
"the delivery is so smooth and quick, also love their products btw🫶🏻",5,0,09-06-2026 06:42,"Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Regards- Team Dot & Key

",10-06-2026 07:03,Positive,Dot & Key App,"Delivery & Orders, Product Quality",2026-06
"An app that shouts Dot and Key, this is pure love!",5,0,09-06-2026 06:41,"Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Regards- Team Dot & Key


",10-06-2026 07:03,Positive,Dot & Key App,App Experience,2026-06
mast skin care hai,5,0,09-06-2026 06:26,"Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Regards- Team Dot & Key

",10-06-2026 07:02,Positive,Dot & Key App,Product Quality,2026-06
mene Dot&key ki sunscreen moisturiser mngaya 23 may ko 9 june ho gye abhi tk delivered nhi huye bhut hi bekar service h orr shi jankari bhu nhii dete,1,0,09-06-2026 05:02,"Hi, Please accept our sincere apology. We are very sorry to know about your experience with us. Please let us know your order number at care@dotandkey.com and we promise to get this resolved quickly. Regards- Team Dot & Key

",10-06-2026 07:44,Negative,Dot & Key App,"Customer Service, Product Quality",2026-06
best,5,0,09-06-2026 04:48,Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Regards- Team Dot & Key,10-06-2026 07:02,Positive,Dot & Key App,General,2026-06
👍🏻 best product,5,0,09-06-2026 04:05,"Dear User, thank you very much for sharing your valuable & useful feedback. If you have other feedback or suggestions, please write to us at care@dotandkey.com. We would love to hear from you! Regards- Team Dot & Key


",10-06-2026 07:01,Positive,Dot & Key App,Product Quality,2026-06
nice products Very Nice Collection for skin. After used no regret to Dot & key products,5,0,09-06-2026 03:03,"Dear User, thank you very much for sharing your valuable & useful feedback. If you have other feedback or suggestions, please write to us at care@dotandkey.com. We would love to hear from you! Regards- Team Dot & Key

",10-06-2026 07:01,Positive,Dot & Key App,Product Quality,2026-06
product are absolutely good but the delivery experience is the worst,5,0,08-06-2026 21:06,"Dear User, thank you very much for sharing your valuable & useful feedback. If you have other feedback or suggestions, please write to us at care@dotandkey.com. We would love to hear from you! Regards- Team Dot & Key

",10-06-2026 07:00,Positive,Dot & Key App,"Delivery & Orders, Product Quality",2026-06
i orderd dot and key suncream from the dot and key wedsite and my amount id debited but there is no order showing in my order id. i complaint to costomer suppport but they asking me for order id but order id is not received. i have not received any acknowledgement in my email and messages.worst experince ever,1,0,08-06-2026 17:50,"Hi,
Please accept our sincere apology. We are very sorry to know about your experience with us. Please let us know your order number at care@dotandkey.com and we promise to get this resolved quickly. Regards- Team Dot & Key",10-06-2026 07:45,Negative,Dot & Key App,"Delivery & Orders, Product Quality",2026-06
"""Maine Dot & Key ka sunscreen use kiya aur experience bahut accha raha. Texture lightweight hai, skin par easily absorb ho jata hai aur white cast bhi nahi chhodta. Bahar dhoop mein bhi skin ko achhi protection mili. Packaging bhi acchi aur delivery time par hui. Overall product quality aur performance se main kaafi satisfied hoon. Future mein bhi Dot & Key ke products try karunga. Thank you!"" Agar coupon milne ki ummeed badhani ho to aakhir mein yeh line bhi jod sakte hain: ""Agar loyal customer",5,0,08-06-2026 17:25,"Dear User, thank you very much for sharing your valuable & useful feedback. If you have other feedback or suggestions, please write to us at care@dotandkey.com. We would love to hear from you! Regards- Team Dot & Key

",10-06-2026 06:58,Positive,Dot & Key App,"Delivery & Orders, Customer Service, Product Quality",2026-06
